feature,r2,slope,n,p,pheno_key
maturation_tmax_mean_lpf7_peak,0.009569268909711508,-0.021780647265164595,354,0.06599997178705211,olive
flower_vpd_mean_lpf3_peak,0.009564050168862798,0.09246699561751134,96,0.34316835799888445,hazelnut
maturation_et0_mean_lpf3_peak,0.009537824074793257,-0.06880662088711517,354,0.0664484756739418,olive
maturation_tmax_mean_lpf7_peak,0.009485899545815498,-0.022867509515145507,191,0.18011959538616162,walnut
flower_precip_mean_lpf3_peak,0.009394262971687575,-0.0126822959658578,354,0.06853770722057789,olive
pre_flower_precip_mean_lpf30_peak,0.009330101963784254,-0.43344781075071864,143,0.2511230788819575,stone_fruit
flower_tmax_mean_lpf3_peak,0.009271021124167696,-0.00832429443513264,205,0.16963703749760814,almond
veraison_harvest_vpd_mean_lpf3_peak,0.009029598097141862,-0.2578207059694598,386,0.062167836577075704,vine
cell_exp_tmax_mean_lpf7_peak,0.009028544359888376,0.14477704149197446,96,0.35711354171861615,pome_fruit
flower_precip_mean_lpf7_peak,0.008999446519153714,-0.009442898711454584,205,0.17605118199113512,almond
veraison_harvest_et0_mean_lpf3_peak,0.008860423916108657,0.25821806315516466,386,0.0646799681398708,vine
maturation_vpd_max_lpf30_peak,0.008560988767775063,0.0965976703508451,191,0.20299386521528404,walnut
pre_flower_et0_mean_lpf14_peak,0.008486665636938428,0.16640786947692865,118,0.3211136548571134,cherry
pre_flower_vpd_max_lpf30_peak,0.00831708302739692,-1.4455686406720971,96,0.37686197906274577,pome_fruit
flower_et0_mean_lpf14_peak,0.008275616206424875,-0.04582755365755855,96,0.3780591184451698,hazelnut
pre_flower_vpd_mean_lpf7_peak,0.008194173856117454,-1.191255808113596,96,0.38042584664389145,pome_fruit
harvest_precip_mean_lpf30_peak,0.008098387569610462,-0.14938781162938522,57,0.5055913965844899,apricot
maturation_precip_mean_lpf14_peak,0.007995287326316705,0.019524739201863418,191,0.21865496313708288,walnut
flower_tmax_mean_lpf30_peak,0.00775541800233055,0.0098118400528305,205,0.20925097481334132,almond
flower_veraison_vpd_mean_lpf30_peak,0.00774401194222166,0.34739931229385307,386,0.08422677728121031,vine
pre_flower_tmax_mean_lpf30_peak,0.0077122146390320966,-0.14606238339851624,96,0.39486764185324924,pome_fruit
flower_tmax_mean_lpf30_peak,0.007640777561431176,-0.01842400093763483,354,0.10059709723309132,olive
cell_exp_tmax_mean_lpf30_peak,0.0074694180954504785,0.1314787103894806,96,0.40243972726092286,pome_fruit
kernel_fill_tmax_mean_lpf3_peak,0.007337375239954374,-0.005094055622125029,205,0.2220143854366458,almond
fill_vpd_mean_lpf30_peak,0.0072391073824935636,0.08236274710393364,191,0.24189061298778972,walnut
et0_mean_lpf7_peak_doy,0.006875531514442224,-0.014587986107866494,52,0.5589453296357,other
flower_vpd_max_lpf30_peak,0.006845069743177887,0.13108758871012394,96,0.42290599119343475,hazelnut
harvest_vpd_mean_lpf7_peak,0.006780501827226794,-0.3595595675154437,57,0.5425612311142186,apricot
maturation_et0_mean_lpf30_peak,0.00677470262497566,-0.07438862794727037,191,0.25764199819950107,walnut
fruit_set_et0_mean_lpf30_peak,0.006577278505366789,0.7344858303185785,143,0.3355999629141413,stone_fruit
flower_et0_mean_lpf30_peak,0.006494969783342363,-0.07692526328681332,191,0.26773768906325124,walnut
pre_flower_precip_mean_lpf14_peak,0.006437656624442924,-0.24680217740384544,143,0.3407993124641601,stone_fruit
fill_vpd_mean_lpf14_peak,0.00643487785866968,0.07004568504874885,191,0.26996988959461365,walnut
maturation_tmax_mean_lpf30_peak,0.006405707543726359,-0.018745892765864917,191,0.2710617937386923,walnut
flower_et0_mean_lpf7_peak,0.006312988766956954,-0.0340469231549344,96,0.4415906135198323,hazelnut
fruit_dev_et0_mean_lpf7_peak,0.0062566738826982165,0.059615837863191856,118,0.39453334505121496,cherry
tmax_mean_lpf30_peak_doy,0.006163039198102858,-0.014595131228928856,386,0.12362032272666956,vine
et0_mean_lpf30_peak_doy,0.006159976994968386,-0.0013489233151978963,205,0.2633122351098801,almond
pre_flower_et0_mean_lpf3_peak,0.006115538638400459,0.5644555303005623,143,0.3532135954727389,stone_fruit
precip_mean_lpf30_peak_doy,0.006108771364499459,0.003731926093349771,143,0.3534809047740934,stone_fruit
fill_tmax_mean_lpf14_peak,0.00593008554354867,-0.016954337715685143,191,0.28967008375136294,walnut
tmax_mean_lpf14_peak_doy,0.005924850159730863,-0.030113891367713627,143,0.36085254645482023,stone_fruit
veraison_harvest_vpd_mean_lpf7_peak,0.005880446967956198,-0.23372792158297373,386,0.1325988695199008,vine
fruit_set_et0_mean_lpf14_peak,0.005874622852435309,0.5463819734833575,143,0.362902165109037,stone_fruit
precip_mean_lpf3_peak_doy,0.00584754405964786,0.0003841531378468504,354,0.1510665253783628,olive
vpd_max_lpf30_peak_doy,0.0058327855014489675,-0.003753968553203519,191,0.2936733642835345,walnut
bud_break_vpd_max_lpf3_peak,0.005786523671597044,-0.389916506792659,386,0.13574162728239897,vine
maturation_vpd_mean_lpf30_peak,0.005729822203512756,0.08331412914743591,191,0.2979866200696598,walnut
harvest_et0_mean_lpf7_peak,0.005695814526981484,-0.33478757158746264,57,0.576868998708696,apricot
fruit_dev_vpd_mean_lpf14_peak,0.005473447696229437,0.06923542826587895,118,0.4259185661899066,cherry
flower_tmax_mean_lpf7_peak,0.0054685870278872615,-0.010637694765904931,96,0.47396174101103267,hazelnut
flower_precip_mean_lpf3_peak,0.00536176534547159,-0.007221166888918137,191,0.31408566630058365,walnut
flower_tmax_mean_lpf30_peak,0.005235050797074231,-0.01629792246022314,191,0.31988814770555307,walnut
fruit_dev_tmax_mean_lpf30_peak,0.005167223887872831,0.0220921114605671,118,0.4392012514245668,cherry
bud_break_tmax_mean_lpf7_peak,0.004956050365913473,0.05068623690778237,386,0.16747809247791676,vine
fruit_dev_vpd_mean_lpf3_peak,0.0048736780314556786,0.04291921495131596,118,0.4525359656754504,cherry
vpd_mean_lpf30_peak_doy,0.004828220328050291,-0.0032724684705095473,191,0.3394975002901825,walnut
fruit_set_vpd_mean_lpf14_peak,0.004827878521893017,0.675521328289336,143,0.4095988044192561,stone_fruit
maturation_precip_mean_lpf30_peak,0.004798756401737788,0.025393292256064126,191,0.3409789847543494,walnut
precip_mean_lpf7_peak_doy,0.004794280940002804,0.00038842333513896854,118,0.45625051711940406,cherry
tmax_mean_lpf30_peak_doy,0.004679454559166832,0.0012449308469300773,205,0.329765780358574,almond
fruit_set_et0_mean_lpf14_peak,0.004657273427455313,-0.3332435331749993,57,0.6139757537071096,apricot
cell_exp_tmax_mean_lpf14_peak,0.0046304451436546,0.10360442794743753,96,0.5100525986178521,pome_fruit
flower_vpd_max_lpf14_peak,0.004585915673782162,0.08523829069990195,191,0.35194352041264115,walnut
vpd_max_lpf30_peak_doy,0.004535231924092218,-0.02133186524050044,143,0.4241985154810497,stone_fruit
fill_tmax_mean_lpf30_peak,0.004532998658495845,-0.015238193471068853,191,0.35474341366583695,walnut
pre_flower_vpd_mean_lpf14_peak,0.004520987882859091,-0.9990600196032825,96,0.5151076205093568,pome_fruit
harvest_precip_mean_lpf14_peak,0.004404521388358892,-0.0849810577006687,57,0.6237820753735541,apricot
et0_mean_lpf3_peak_doy,0.004389855960561237,0.0007430639468567923,205,0.3452318394279817,almond
maturation_precip_mean_lpf14_peak,0.004282316507646343,-0.009036433248634136,205,0.3512227182397645,almond
fill_et0_mean_lpf7_peak,0.0041884645616388425,0.022281790814200602,96,0.5310142632788183,hazelnut
flower_vpd_max_lpf7_peak,0.00416283420211512,0.06784298051033599,191,0.3752104763684551,walnut
flower_vpd_max_lpf3_peak,0.004159760420330548,0.05652498334474083,191,0.37538720086806215,walnut
fill_precip_mean_lpf3_peak,0.004149889308723734,0.008126547289621896,191,0.3759555194319151,walnut
fruit_set_et0_mean_lpf3_peak,0.0041088973879585735,0.3501847031063701,143,0.4469033312812103,stone_fruit
flower_tmax_mean_lpf7_peak,0.004088792936685664,-0.005900897308611041,205,0.36236474484862313,almond
harvest_vpd_max_lpf7_peak,0.004058726096315052,-0.2764491908579986,57,0.6377774496840092,apricot
flower_set_et0_mean_lpf30_peak,0.004016973882327458,-0.0786602838686503,118,0.49534286875595634,cherry
fruit_set_vpd_max_lpf30_peak,0.0039706638056034435,-0.5802634354519551,57,0.6414569714660819,apricot
maturation_vpd_max_lpf3_peak,0.003965787726909639,0.07572449668880307,191,0.3867801765208195,walnut
et0_mean_lpf3_peak_doy,0.0039308453820170956,0.008843751525216279,52,0.6588112131978145,other
flower_set_precip_mean_lpf7_peak,0.0039307205928057745,0.008459137639247112,118,0.5000182198480605,cherry
flower_precip_mean_lpf14_peak,0.0038851426594262817,0.00822217981302665,205,0.37462172452630293,almond
fruit_dev_vpd_mean_lpf7_peak,0.0038036476810965683,0.046941408586297806,118,0.5070434680030815,cherry
flower_et0_mean_lpf14_peak,0.003795902698296429,-0.3931057886939739,57,0.648907986086116,apricot
vpd_mean_lpf3_peak_doy,0.003717701905399337,-0.0005104870349261027,205,0.3851370074276121,almond
flower_veraison_vpd_max_lpf3_peak,0.003648080246168281,-0.14011494912840247,386,0.2364560881138735,vine
precip_mean_lpf30_peak_doy,0.0036449458741621248,0.0003477601940799292,118,0.5160577193830143,cherry
harvest_tmax_mean_lpf30_peak,0.0035988529004363817,-0.09798947883952625,57,0.6575608399327666,apricot
maturation_vpd_max_lpf14_peak,0.003428805981688962,0.06155091931796825,191,0.42102825010776496,walnut
et0_mean_lpf7_peak_doy,0.0034248758412628445,0.0007140429497610375,205,0.40456006726938903,almond
flower_precip_mean_lpf7_peak,0.0034239929893046107,-0.010387256333792057,191,0.4213549805550594,walnut
flower_veraison_tmax_mean_lpf7_peak,0.003382990259731158,0.04347144200051755,386,0.2542903547586895,vine
fruit_set_vpd_mean_lpf30_peak,0.0033736403834469185,-0.5443933703761462,57,0.6678032599278358,apricot
veraison_harvest_vpd_max_lpf30_peak,0.003339925607537145,-0.19001577220480764,386,0.25734072071724995,vine
fruit_set_et0_mean_lpf30_peak,0.0031873365816165768,-0.34159791941264633,57,0.6765854464356381,apricot
flower_vpd_mean_lpf30_peak,0.0031788306841594276,0.09479892861978388,96,0.5853287021955668,hazelnut
fruit_dev_tmax_mean_lpf3_peak,0.003170307790995524,0.01093631968274028,118,0.5447778179770353,cherry
flower_vpd_max_lpf14_peak,0.003154927118059149,0.06626168576387896,96,0.5867448221086735,hazelnut
maturation_precip_mean_lpf30_peak,0.003125658605065755,0.018009961081235988,354,0.29418028151722364,olive
vpd_max_lpf3_peak_doy,0.0030518363531622608,-0.0004447587660691994,205,0.43143994578643846,almond
flower_vpd_max_lpf30_peak,0.0030347286988377745,0.08648183712300225,191,0.4491014982973384,walnut
flower_vpd_max_lpf7_peak,0.0029800269247005967,0.05432927773433518,96,0.5973226714653687,hazelnut
bud_break_vpd_max_lpf7_peak,0.0029789671079217916,-0.32734722137276695,386,0.2847791681095927,vine
fruit_set_et0_mean_lpf7_peak,0.002928710408407277,0.33404497689669643,143,0.5209103437782177,stone_fruit
veraison_harvest_tmax_mean_lpf14_peak,0.002848020573069741,0.040274434647927036,386,0.2956362038427991,vine
fill_precip_mean_lpf7_peak,0.0028440533968352123,0.011396515668127992,191,0.46373276304598954,walnut
pre_flower_precip_mean_lpf7_peak,0.0028111703549258712,-0.12283271896232777,143,0.5294076211571684,stone_fruit
pre_flower_precip_mean_lpf7_peak,0.00280501165255325,0.0065366080069493545,118,0.5689530254329552,cherry
fill_tmax_mean_lpf7_peak,0.0027825288713450723,-0.01176294922672039,191,0.4686149883166733,walnut
et0_mean_lpf3_peak_doy,0.00276223771162465,-0.012372310794238062,143,0.5330182140925057,stone_fruit
fruit_dev_vpd_max_lpf30_peak,0.0027309710670076525,0.057942827456317396,118,0.5741051530262721,cherry
fill_et0_mean_lpf30_peak,0.002700399758715739,-0.02048148140518394,96,0.6150874272878697,hazelnut
fruit_set_vpd_max_lpf7_peak,0.002455228348000551,0.3742396604443124,143,0.5567365865443696,stone_fruit
pre_flower_precip_mean_lpf14_peak,0.0024547559043136026,0.01045397197397823,118,0.594172072519469,cherry
flower_set_precip_mean_lpf30_peak,0.0024425764831110235,-0.017920705722402567,118,0.5950897177564034,cherry
maturation_vpd_mean_lpf30_peak,0.0024129125654192324,-0.024459368104915762,96,0.6345931531100025,hazelnut
fill_precip_mean_lpf30_peak,0.0023328575705952575,0.01806824282131909,191,0.5069973978900456,walnut
maturation_vpd_mean_lpf14_peak,0.002298007405180001,0.053849324837185124,191,0.5101913524831279,walnut
maturation_vpd_mean_lpf3_peak,0.002297492956610572,0.062088473205811685,191,0.5102387598722057,walnut
pre_flower_vpd_mean_lpf30_peak,0.002289092257797459,-0.8383820878444413,96,0.6434342354527707,pome_fruit
flower_veraison_vpd_max_lpf7_peak,0.00222111329654676,-0.12563304629787653,386,0.35577687767115745,vine
fruit_set_tmax_mean_lpf30_peak,0.0021624883330579707,0.11872429675957807,143,0.5812857038638821,stone_fruit
flower_et0_mean_lpf14_peak,0.002140253526889106,-0.03732976446012054,191,0.5250964683595081,walnut
precip_mean_lpf3_peak_doy,0.0021202771556127365,0.00026174297814983807,118,0.620507812275417,cherry
flower_precip_mean_lpf30_peak,0.002115325624750337,-0.1284739169934613,57,0.7340643881765004,apricot
veraison_harvest_precip_mean_lpf3_peak,0.002103029369880138,-0.02339091425508743,386,0.3689013617055652,vine
maturation_vpd_max_lpf7_peak,0.00207415211269996,0.05194948096056317,191,0.5315721451568206,walnut
tmax_mean_lpf30_peak_doy,0.00205588264144412,-0.01754718376695503,143,0.5907652010067785,stone_fruit
vpd_mean_lpf30_peak_doy,0.0020019094442088894,-0.0017832449223759675,354,0.4013167440397146,olive
fruit_set_vpd_mean_lpf14_peak,0.001994632052731424,-0.3288543303159297,57,0.7414907080465473,apricot
flower_tmax_mean_lpf14_peak,0.001982474825122667,-0.007250561150541389,96,0.6666479380707739,hazelnut
flower_tmax_mean_lpf30_peak,0.0019778971976497956,-0.008442221753613395,96,0.6670101877705825,hazelnut
flower_et0_mean_lpf7_peak,0.0018831125842312826,-0.03113041961464887,191,0.5511266061299358,walnut
flower_vpd_mean_lpf14_peak,0.001835442732703404,0.057035682581850246,191,0.5562149966676243,walnut
vpd_mean_lpf30_peak_doy,0.0018348191118004152,-0.013829457297875684,143,0.611476363955487,stone_fruit
fruit_set_tmax_mean_lpf3_peak,0.0018181055842444085,-0.06292695454700073,143,0.6131050386332187,stone_fruit
maturation_tmax_mean_lpf3_peak,0.0018071378680181423,-0.0089658868736877,354,0.4252414668649273,olive
flower_et0_mean_lpf3_peak,0.001712190766483844,-0.026773760773396802,191,0.5697948768799401,walnut
fruit_dev_tmax_mean_lpf14_peak,0.0017095872833715,0.010848822260562921,118,0.6566420770920314,cherry
bud_break_vpd_max_lpf14_peak,0.0017053549503417591,-0.2815056265028682,386,0.4184861422628006,vine
harvest_tmax_mean_lpf3_peak,0.0016860853813032315,-0.05865664951252659,57,0.7616834729775387,apricot
maturation_tmax_mean_lpf3_peak,0.0016787270875837496,-0.009666774298463906,191,0.5735932532629047,walnut
fill_precip_mean_lpf14_peak,0.0016542714392627305,0.01176005781824945,191,0.5764007518145715,walnut
flower_et0_mean_lpf7_peak,0.0015994417771272387,-0.22797048320635602,57,0.767711631869943,apricot
flower_veraison_vpd_mean_lpf14_peak,0.0015866023266535966,0.13813587755746415,386,0.43518500395785364,vine
flower_vpd_mean_lpf14_peak,0.001546926440295935,0.050405087911987695,96,0.7036020645389804,hazelnut
precip_mean_lpf30_peak_doy,0.0015420588848912853,0.0009854377772990784,386,0.4417097847734635,vine
flower_vpd_mean_lpf3_peak,0.0015286481698185525,0.03668927012096272,191,0.5912658410013307,walnut
maturation_vpd_mean_lpf7_peak,0.0014742815263401284,0.04745616157524998,191,0.5979438644323843,walnut
fruit_dev_tmax_mean_lpf7_peak,0.0014681612665375114,0.00869356719884422,118,0.6803795361917306,cherry
veraison_harvest_vpd_mean_lpf14_peak,0.0013723791318136524,-0.12480556210188401,386,0.4680104882043959,vine
fruit_set_vpd_max_lpf14_peak,0.0013492675089479098,-0.2635881807346337,57,0.786182680282052,apricot
flower_vpd_mean_lpf7_peak,0.0013362223662520514,0.04088571387554896,191,0.6156371788322195,walnut
harvest_precip_mean_lpf3_peak,0.0013148972223431408,-0.020226077684911095,57,0.788860021038317,apricot
harvest_vpd_mean_lpf3_peak,0.0013039704393293112,-0.13500162152085465,57,0.7897190129841165,apricot
flower_set_precip_mean_lpf14_peak,0.0012897629036612,0.007925735207602346,118,0.6994302625786922,cherry
harvest_precip_mean_lpf7_peak,0.0012812140617959598,-0.03381752178837666,57,0.7915204056976917,apricot
fruit_set_vpd_mean_lpf3_peak,0.0012145967172008647,-0.17391519385933138,57,0.7968942307393382,apricot
fruit_set_et0_mean_lpf7_peak,0.0012131471157510157,-0.1465334548776949,57,0.7970128898138836,apricot
fruit_set_tmax_mean_lpf3_peak,0.0012093357154138293,-0.03485767729544881,57,0.7973252375890777,apricot
bud_break_vpd_mean_lpf30_peak,0.0012093037084016896,0.3310158664216906,386,0.49573768895104525,vine
flower_vpd_mean_lpf7_peak,0.0011845091441816536,0.0377308097436795,96,0.7392137571163523,hazelnut
pre_flower_precip_mean_lpf3_peak,0.001152112430793772,0.0023432116709655422,118,0.7151911760933037,cherry
flower_vpd_mean_lpf30_peak,0.0011210036449165533,0.054989341187316756,191,0.6456500484115915,walnut
bud_break_vpd_max_lpf30_peak,0.0011172546297514,-0.27459371829872364,386,0.5126240379783056,vine
et0_mean_lpf3_peak_doy,0.00109814729136964,-0.000982131537180376,354,0.5342976509913885,olive
flower_precip_mean_lpf7_peak,0.001085426722459543,0.051352005461784644,57,0.8077801142944112,apricot
maturation_precip_mean_lpf7_peak,0.0010315767730597703,-0.0026550104567978853,205,0.647550126282394,almond
fruit_set_tmax_mean_lpf7_peak,0.0009768246420767842,-0.05476855418887419,143,0.7109681611838907,stone_fruit
flower_tmax_mean_lpf14_peak,0.0009044646566612558,-0.006251459781333989,191,0.6796062853134324,walnut
precip_mean_lpf3_peak_doy,0.0009016301449395324,-0.0006745493341275893,386,0.5564253155466886,vine
tmax_mean_lpf3_peak_doy,0.0008931501546103408,-0.0007404758087954356,354,0.5751854874859902,olive
flower_vpd_max_lpf3_peak,0.0008910112141437782,-0.28547416452286145,57,0.8255460868290482,apricot
bud_break_tmax_mean_lpf3_peak,0.0008089826356803384,0.020080294468160377,386,0.5774528036353814,vine
et0_mean_lpf7_peak_doy,0.0007832168838721607,-0.0009655208761701627,354,0.5997262950968885,olive
flower_precip_mean_lpf14_peak,0.0007717107020203117,-0.007840345991743918,191,0.7028498588654075,walnut
fruit_set_vpd_mean_lpf7_peak,0.0007593730898860329,-0.16740964796136515,57,0.8387613922606948,apricot
pre_flower_precip_mean_lpf3_peak,0.0007450713823230514,-0.016047436919562293,96,0.7917869836876038,pome_fruit
fruit_set_vpd_mean_lpf7_peak,0.0007278649784951985,0.22295123476090123,143,0.7490833312343177,stone_fruit
fill_et0_mean_lpf30_peak,0.0007258704032125406,-0.021953481540382718,191,0.7114058938945839,walnut
maturation_precip_mean_lpf3_peak,0.0007215389946505117,-0.0011096021409468418,205,0.7022276401936111,almond
fruit_set_tmax_mean_lpf14_peak,0.000660837266855148,-0.03575996140544067,57,0.849455471107259,apricot
vpd_max_lpf30_peak_doy,0.0006519616065287184,-0.0010785957267192095,354,0.6320883093601357,olive
tmax_mean_lpf30_peak_doy,0.000610727048521832,-0.0012511063900518373,191,0.7343469512928987,walnut
bud_break_vpd_mean_lpf14_peak,0.0005779497089137338,0.1887231251300104,386,0.6377415861447613,vine
flower_et0_mean_lpf3_peak,0.0005657616533242383,0.11408920136374513,57,0.8605887702606094,apricot
flower_tmax_mean_lpf3_peak,0.0005592252723072719,-0.02950190349400459,57,0.8613884617886264,apricot
flower_tmax_mean_lpf3_peak,0.0005545733036401335,0.0031002016575687676,96,0.8198445607029723,hazelnut
fruit_dev_vpd_max_lpf14_peak,0.0005133257641559894,0.019177190439254376,118,0.8075979425572194,cherry
et0_mean_lpf30_peak_doy,0.0004938124625869865,-0.008215231910178655,143,0.7922149694724896,stone_fruit
fruit_dev_vpd_max_lpf3_peak,0.000493359540394243,0.012399832887427442,118,0.8113058260725937,cherry
bud_break_vpd_mean_lpf3_peak,0.0004856523636359191,-0.1289281984114024,386,0.6660199225262383,vine
fruit_set_tmax_mean_lpf30_peak,0.0004682074822497936,-0.03641155410646877,57,0.8730674009744681,apricot
precip_mean_lpf14_peak_doy,0.0004666746736740406,0.0005271152603899838,386,0.6722239733703474,vine
flower_veraison_vpd_max_lpf30_peak,0.0004593809362914342,0.07261289418703705,386,0.6746479373157775,vine
fruit_set_vpd_max_lpf3_peak,0.0004593646267375307,0.13537686013410968,143,0.7994347733099469,stone_fruit
fill_et0_mean_lpf3_peak,0.0004296223530332232,0.013557386557906854,191,0.7759447591641225,walnut
flower_veraison_vpd_max_lpf14_peak,0.00042937721215267324,-0.061978778555063334,386,0.6848641810790996,vine
fruit_set_vpd_max_lpf3_peak,0.0004259149699736415,-0.09789191608164295,57,0.8788907744964763,apricot
pre_flower_precip_mean_lpf30_peak,0.00041740314505394835,-0.057875086724335,96,0.8433775446158502,pome_fruit
fill_et0_mean_lpf14_peak,0.0003768143460005544,-0.00728066569299825,96,0.8510951231875103,hazelnut
pre_flower_precip_mean_lpf3_peak,0.00037627090760922644,-0.029004422989204002,143,0.8181317224020805,stone_fruit
fill_et0_mean_lpf7_peak,0.00034208202430219747,0.013056620209625643,191,0.7995294366252123,walnut
flower_vpd_mean_lpf3_peak,0.00032366859889202407,-0.17548611172208847,57,0.8943286264317927,apricot
flower_set_precip_mean_lpf3_peak,0.0002712835470369046,0.0012547222694522385,118,0.8594888709708466,cherry
flower_veraison_tmax_mean_lpf3_peak,0.0002683962477887275,0.011808869873319494,386,0.7483250767139764,vine
veraison_harvest_precip_mean_lpf7_peak,0.00026582697226540755,-0.015433440775076582,386,0.7494921513843881,vine
fruit_set_et0_mean_lpf3_peak,0.000226192074536882,-0.056404120038221026,57,0.9115864065788013,apricot
veraison_harvest_tmax_mean_lpf3_peak,0.0002158124517516627,-0.01036860825891828,386,0.7735740090959238,vine
veraison_harvest_tmax_mean_lpf7_peak,0.0001905649784443488,0.010180489534232747,386,0.7868916076079406,vine
maturation_precip_mean_lpf30_peak,0.00015115000676720506,-0.0024202413796277395,205,0.8611126753956873,almond
fruit_dev_vpd_max_lpf7_peak,0.00015043287691431548,0.00846067128788567,118,0.8951267999308349,cherry
veraison_harvest_vpd_mean_lpf30_peak,0.00013886533304753143,0.04485256521561943,386,0.8174870815302717,vine
flower_tmax_mean_lpf14_peak,0.000134793967231583,0.0011698679985719892,205,0.8687706958445583,almond
fruit_set_vpd_max_lpf7_peak,0.00012613078612898058,-0.065612534410128,57,0.9339193469623219,apricot
flower_precip_mean_lpf30_peak,0.00012151364682288376,0.004557826005218268,191,0.8796996998637587,walnut
flower_precip_mean_lpf14_peak,0.00012034516646684693,-0.0216719440624163,57,0.9354494007367037,apricot
flower_veraison_vpd_mean_lpf3_peak,0.00010641052861620327,-0.027227051602423828,386,0.8399038675724184,vine
veraison_harvest_precip_mean_lpf14_peak,0.0001045510839492251,-0.014772812127354658,386,0.8412901243618619,vine
flower_tmax_mean_lpf7_peak,9.646934930025962e-05,-0.0018675822658717116,191,0.8927278593806812,walnut
precip_mean_lpf7_peak_doy,7.579776294430678e-05,0.00020042376499158261,386,0.8646185053795145,vine
harvest_et0_mean_lpf3_peak,7.047334333787961e-05,-0.034418641551883185,57,0.9505814960527986,apricot
fruit_set_vpd_mean_lpf3_peak,6.157413416785519e-05,0.05432755387752943,143,0.9258929389224478,stone_fruit
flower_tmax_mean_lpf3_peak,5.5470362170613956e-05,0.0012917364838111497,191,0.9185527003149248,walnut
flower_veraison_vpd_mean_lpf7_peak,5.4077384378312075e-05,0.02251350787288854,386,0.8854915440853254,vine
harvest_vpd_max_lpf3_peak,4.319301816447614e-05,-0.024254424887217046,57,0.9613019975070932,apricot
maturation_vpd_max_lpf30_peak,4.14086606054402e-05,0.0027985425125734804,96,0.9503843275368588,hazelnut
pre_flower_precip_mean_lpf30_peak,3.505065500829945e-05,-0.0022418342221378444,118,0.9492668290673554,cherry
pre_flower_et0_mean_lpf30_peak,3.23082443143049e-05,0.012531507482594276,118,0.9512894272992798,cherry
bud_break_vpd_mean_lpf7_peak,2.9473352706278572e-05,0.03738102224500125,386,0.9153312078212353,vine
flower_et0_mean_lpf3_peak,2.8413040281833672e-05,-0.001808412424226833,96,0.9588927287428972,hazelnut
fill_tmax_mean_lpf3_peak,2.7973759099687498e-05,0.001148098404147403,191,0.9421113518676021,walnut
pre_flower_precip_mean_lpf7_peak,1.5677431226234428e-05,-0.00420335474770159,96,0.9694590856976092,pome_fruit
fruit_set_tmax_mean_lpf14_peak,1.3955915767787107e-05,-0.007628921430002481,143,0.9646801888092841,stone_fruit
fruit_set_tmax_mean_lpf7_peak,1.3716661446013659e-05,-0.004358566898569992,57,0.9781868171215704,apricot
maturation_tmax_mean_lpf30_peak,1.0240637366883793e-05,-0.0005042312818375467,96,0.9753143665991946,hazelnut
pre_flower_precip_mean_lpf14_peak,3.1784948243010707e-06,0.003099724543826262,96,0.9862456978654581,pome_fruit
fill_et0_mean_lpf14_peak,8.636490896089307e-07,-0.0007102010350589367,191,0.9898198665154111,walnut
