comarca,year,pheno_key,flower_cum_et0,flower_cum_precip,flower_max_vpd,flower_mean_tmax,flower_mean_tmin,flower_mean_vpd,flower_n_days_vpd_gt2,fruit_set_cum_et0,fruit_set_cum_precip,fruit_set_max_vpd,fruit_set_mean_tmax,fruit_set_mean_tmin,fruit_set_mean_vpd,fruit_set_n_days_vpd_gt2,maturation_cum_et0,maturation_cum_precip,maturation_max_vpd,maturation_mean_tmax,maturation_mean_tmin,maturation_mean_vpd,maturation_n_days_vpd_gt2
Baix Ebre,2024,olive,314.2238809271451,58.149894299720515,2.455695689215714,24.719700625148455,15.742495813670013,1.7453095681934871,12,354.2475001809666,66.87408285265316,3.4094069450624542,30.681480092029794,21.339600492360564,2.3873360532174774,46,246.3207865945725,539.6495387193934,2.438920391978699,21.96980960439542,14.68422102109924,1.2578430495694872,11
Baix Empordà,2016,olive,277.0853143294542,60.22615460844536,2.2877392660202216,22.799645120985925,14.706495367941713,1.407579649146048,11,363.9488236616648,13.247715203140944,2.934265518530602,29.305148552473295,20.297269926592573,2.304178742628256,46,230.06416327481074,207.3066553571891,2.408235915853239,21.2526652160108,13.60116646968698,1.2256238724941442,11
Baix Empordà,2017,olive,311.03026524523926,39.450583642945816,2.8333834601069396,25.36118736041384,16.530782073814496,1.731636667304057,17,336.37634298713004,31.143768823393568,2.954492994298907,28.865772032617073,20.58444591744718,2.030581298369291,27,223.9308208471198,109.08851319407387,1.8168496454845404,20.396576212942346,12.218829007791907,1.1535022819836667,2
Baix Empordà,2018,olive,289.133619948589,92.83053064054342,2.426344394691561,24.084031529486147,15.794889262261071,1.5494541516442002,15,344.9310411050816,60.89097309936162,3.4330442629017055,30.649121442196225,21.596988029469685,2.413168208104383,50,223.2213704916649,334.6190709154695,2.00574477958694,21.24149101347828,13.861193935512361,1.1151104677484083,5
Baix Empordà,2019,olive,306.31414983060296,51.78104487056038,2.813945128036459,22.993793803734054,14.108926488120348,1.577348935685938,10,346.8735856912923,49.73670996825015,2.832128094509039,30.105847130006953,21.5204765557974,2.2425881147497555,47,222.7875252402621,355.1444544502297,2.168510446680952,20.876302139275307,13.046362789394687,1.1504107644301838,7
Baix Empordà,2020,olive,281.9782397027195,76.12799383137764,2.1165696173641075,24.096437257510868,16.032537998527317,1.46677840286324,4,331.5308966711208,39.97306113802819,2.5619218460181075,29.314408783212155,20.756802723851,2.0849503625918886,35,214.12157896298189,200.0890592537247,1.9702929710554624,20.41353181199257,12.438816713765076,1.0985206259261884,4
Baix Empordà,2021,olive,284.52179490307566,63.95629973524834,2.5530589960691095,23.549623537052327,15.46330339010629,1.5073672566346168,13,331.0027426689312,34.33450194587101,2.7883866590352198,28.557811365035054,20.243572763726068,2.0887061305303654,37,235.6452561605029,275.18535365274084,1.723777610161769,20.56925391635005,13.235178306417396,1.1261203942645859,1
Baix Empordà,2022,olive,335.56046517359556,45.15966575547422,2.7130776857553656,26.29847875354822,17.087401621067425,1.8650817010645004,24,361.9372715938284,30.328803334552028,3.3074335104658426,31.438139834402108,22.247145891878166,2.5435568821317633,54,243.43279379939077,124.26582773787145,2.207709579215316,22.96824811627584,14.974156047712743,1.3435501822877385,11
Baix Empordà,2023,olive,306.4078037626968,73.4265577842882,2.6403957809202785,24.965319200836262,16.2788417480387,1.6898230085622234,14,356.6634643133908,65.01304255417968,3.182350641140285,30.3949453438968,21.74524035360851,2.329609324575443,48,251.6788140022992,112.67008677275794,2.0006111214929994,23.03266104912143,14.678909337996252,1.3691590734991272,3
Baix Empordà,2024,olive,277.44008015390847,94.85754944412116,2.041473618767821,23.04832303505701,15.201857909288226,1.3773901071155696,4,366.8759978819954,29.480773619695565,3.436031657013437,30.676373071942844,21.879757469335527,2.432422645061456,49,226.63900233617846,237.34549565593804,2.2055180949763145,21.3877558421454,14.181598234767376,1.1226204272351437,7
Baix Llobregat,2016,olive,284.0299784334353,89.0557397225184,2.58525990285355,24.437818239571875,13.606957705446106,1.801190964781549,22,319.85850290658584,67.14433195343528,3.2955854810181147,30.22291185226872,18.776535858991235,2.514706341658691,54,192.76100870879387,269.6032669932577,2.6544400220580777,21.39914347191523,12.031429347358698,1.2906597109792775,12
Baix Llobregat,2017,olive,323.3260002242934,50.29622343965478,3.9588227931891344,27.497150414175923,15.383125615679257,2.396700027345114,40,329.782970486494,99.58194097233738,3.7060485772445455,30.869574509196806,19.8920974109398,2.618107217612616,56,190.22610804954866,172.50898473047044,1.943710211016209,20.935652960198375,10.996894208400441,1.2409436773190667,4
Baix Llobregat,2018,olive,266.11622216796667,225.31406328643214,2.716563986789187,24.500001161865715,14.473159255150946,1.6863454101351456,15,304.61277056040154,212.33333391130353,3.8098424912158833,30.618410387983193,19.68992527994093,2.495284205651742,42,186.4969095942388,415.3697531184044,2.0447236351135984,20.977601991462446,12.154914304844127,1.1629593994922187,7
Baix Llobregat,2019,olive,300.488692257391,99.55548571186326,4.159959270818097,24.888336096331336,13.284050802141937,2.066611809322045,26,316.194805888348,131.3691215089457,3.5650300118954346,30.80018798896725,19.592854877834636,2.5607417314815484,52,208.89434927114667,316.01112367312356,2.3412787708062424,21.08580570046808,11.64256283804487,1.3016434548293994,13
