cohort,comarca,year,row_idx,yield_tha,lag_yield,wd_S_pre_mean,wd_S5_mean,wd_S6_mean,wd_S7_mean,wd_S8_mean
all_olive,Baix Empordà,2023,61,-0.4105555555555557,-0.5329999999999999,-0.45641795191276735,-2.4440974961918616,-4.1389020730342185,-3.125854407310437,-0.5978120797769909
all_olive,Baix Empordà,2024,62,0.4954444444444443,-0.3239999999999999,-0.00026334426412641035,-1.4027587810892665,-3.1874915146173866,-3.289079294660364,2.9656926899749254
all_olive,Baix Penedès,2016,63,0.0490000000000001,0.7463333333333335,-1.0056642977337187,-1.3279540468359468,-4.504758640751242,-2.386680041868534,0.7415310585472198
all_olive,Baix Penedès,2017,64,0.391,-0.0956666666666665,0.1371484567791643,-1.7792312794582759,-4.480868827285511,-2.5614602502149655,-1.6121430606137785
all_olive,Baix Penedès,2018,65,-0.6599999999999999,0.2463333333333333,0.7148602502289374,-1.3190936336006547,-2.5929150820133233,-1.271143200792491,4.368625626455816
all_olive,Baix Penedès,2019,66,0.534,-0.8046666666666666,-1.3231299724342398,-2.676824535405385,-3.0826409710837264,-2.1056158213171523,-1.0235908193114613
all_olive,Baix Penedès,2020,67,0.266,0.3893333333333333,0.20875446988978025,0.8815010267295946,-3.0023439677343484,-3.0808966879846245,-0.24592044171211994
all_olive,Baix Penedès,2021,68,0.1169999999999999,0.1213333333333333,-0.3434765327529448,-1.6682166239311593,-3.8680667873826766,-1.9694969469543413,1.5422731429294108
all_olive,Baix Penedès,2022,69,-1.0179999999999998,-0.0276666666666667,-0.5969385012127287,-1.3140025484602695,-3.257687762503823,-2.025523931108337,-1.2511827472730404
all_olive,Baix Penedès,2023,70,0.732,-1.1626666666666663,-0.8756899428269672,-3.235709976738514,-2.1364966141858277,-2.8243241677474655,-2.039727159509702
all_olive,Baix Penedès,2024,71,-0.411,0.5873333333333333,-0.7914713199027408,-1.349645479290343,-2.483578084551153,-1.5519442239963506,3.538086644218613
all_olive,Conca de Barberà,2016,72,0.4504444444444444,1.0965555555555555,-0.6278364660297061,-0.7473784144689788,-4.644634524094208,-2.7822473196697146,1.586019378567913
all_olive,Conca de Barberà,2017,73,0.4924444444444442,0.2545555555555556,0.01086206116621768,-1.7313112517068192,-4.461970271712967,-3.057563056787919,-1.2972852266792743
all_olive,Conca de Barberà,2018,74,0.2824444444444443,0.2965555555555554,0.9368393161819437,-0.28463126269183076,-0.24805276596120432,-1.3866789141167255,4.321820661545332
all_olive,Conca de Barberà,2019,75,0.4504444444444444,0.0865555555555555,-1.1591689110274468,-2.476976704108182,-3.5478511750698085,-1.8895351810026029,-0.734208597282746
all_olive,Conca de Barberà,2020,76,-0.1045555555555557,0.2545555555555556,0.1519802251279778,1.1973090633193952,-2.0936184853208917,-2.7645626142975845,0.19336536457496042
