doy,beta_fpls_k1,beta_fpls_k2,beta_fpls_k3,beta_bayesian_median,beta_bayesian_q05,beta_bayesian_q95
156,-0.008432289440740946,-0.00940962668498195,-0.007616206588894845,-0.001096964814568748,-0.0023238521220568043,0.00026298536033682795
157,-0.0035631236877494035,-0.001704555309161033,0.003801515431320753,-0.0010811855504414204,-0.0022980012801018814,0.0002336422841835728
158,-0.005681284321263338,-0.005248929760647749,-0.0038353609722773176,-0.0010662768455594524,-0.0022744303345880366,0.0002121903125712879
159,-0.006622767746090745,-0.00679913264171508,-0.007877796675369895,-0.001052049962921633,-0.0022500054854342187,0.0001960562244876249
160,-0.001993296896422194,-0.00016396954126299634,-0.0015892230733238761,-0.001037618925540195,-0.002227376748853899,0.00018060050975206442
161,0.002836412024445212,0.007472819335696141,0.011704501447592476,-0.0010242155098943943,-0.0022037408790755186,0.000166688352832195
162,-0.0042993401915115,-0.001899309274274562,0.003735224628877951,-0.0010116562223161409,-0.0021851678090828784,0.00014709817832376132
163,-0.0016367868132830755,0.0014105626256505548,0.00587770482903568,-0.000999912601234552,-0.0021675149909529297,0.00012682318473905085
164,0.00037940233178095756,0.005077924679790998,0.014672683101192678,-0.0009872027402446609,-0.0021442582129246996,0.00011506501448086148
165,0.0016852961438238998,0.0072636118030728865,0.017711225123430287,-0.0009747678919788834,-0.0021271515258612125,0.00010333407540590894
166,-0.004665825544031991,-0.0007207600065933388,0.009880988455794803,-0.0009649487535032398,-0.0021064967152945972,8.369319368734095e-05
167,-0.011445558891894848,-0.011479995348607525,-0.009465638188302402,-0.000953681197389189,-0.0020885051728984304,7.822218490612224e-05
168,-0.014073057309334515,-0.015786778726780783,-0.01957923211665517,-0.0009417852994571835,-0.0020652048721360628,6.604492682028456e-05
169,-0.010291630493344023,-0.010888164640332832,-0.012064385404083541,-0.0009319246561080156,-0.0020496065994970074,6.242631099260979e-05
170,-0.002206458848528704,-0.0013465812433301253,-0.0064190335628968205,-0.0009195981887457626,-0.002031708562831551,6.0172251021026494e-05
171,0.003032748675951484,0.006857005591786371,0.0072202044638131,-0.0009092919585731356,-0.0020203996400830243,5.804823525993714e-05
172,-0.0021257869038230977,-0.0007019409843422909,-0.0015700496452852955,-0.0008973296774218214,-0.002006574520057719,6.068840664963097e-05
173,0.0049381286135229885,0.009194187325797012,0.009441378087782533,-0.0008878978747455691,-0.0019841513216796907,5.7011444172664706e-05
174,-0.0007251593831073228,0.00116868632700453,-0.004261959121745611,-0.0008779748319662541,-0.001969109408876284,5.497239540515577e-05
175,0.0012930150852798836,0.004389546268188968,0.0025574898642682156,-0.0008674757619234117,-0.00196018059018891,6.145286626193776e-05
176,0.0036707733268960432,0.007433542957479871,0.007085821905032749,-0.0008560190397995037,-0.0019478616564701375,6.991198729441383e-05
177,0.008086090852638273,0.013447328905496039,0.013823096401412405,-0.0008414571326283032,-0.0019430969894053307,6.976876109782023e-05
178,0.008576543908769949,0.012692966468347215,0.0049722704004784,-0.0008299762019896692,-0.0019265997209837991,7.865675747031034e-05
179,0.00761034849199383,0.012518337424032095,0.007086058234192468,-0.0008213230318664333,-0.0019181327075811537,8.836033050099826e-05
180,0.01593361092788061,0.02383241284761231,0.01994284531365624,-0.0008078356594813012,-0.0019090450124766864,8.971109588459875e-05
181,0.006729746325189345,0.011134647350144716,0.008354378427906315,-0.0007934203388399926,-0.0018996243785900826,9.787339578751919e-05
182,0.004271879009701788,0.007936961067305926,0.00540606333744738,-0.0007765892221943994,-0.0018882117484276418,0.00010773556774751926
183,-5.243509179146984e-05,0.0027619259988694725,0.002518002821850428,-0.0007628215257868574,-0.0018791052946545257,0.00011814750285461466
184,-0.002168268925570533,-1.8666058171394323e-07,-0.0008333449711514422,-0.0007461477129835249,-0.0018718107374819557,0.00012670106310943286
185,0.0005489118823644911,0.004338020821924167,0.00694898802023519,-0.0007287001223293314,-0.0018665030193129027,0.0001388943205337843
186,0.0012342615978865599,0.004797862432151103,0.005186845727021913,-0.0007134416606516763,-0.0018602647845379272,0.00015598197687844567
187,0.015279943998323131,0.0219997078416765,0.018370365030084337,-0.0006969208148935807,-0.0018488488382190336,0.0001674814797759713
188,0.008980616913066822,0.015271244560437951,0.014520966562519671,-0.0006795000297010992,-0.0018356155564415303,0.00018534948920417873
189,-0.00237395054743148,-0.0008927139206814256,-0.0005728157844905099,-0.0006660235633669891,-0.0018275289395363777,0.00020228598585478354
190,-0.0013356817782628732,0.0008352600240490707,0.0037133546338305582,-0.0006484617525544174,-0.0018198471839645598,0.00022115749626574924
191,-0.003935318191274423,-0.0027433153113476825,-0.003716564379692954,-0.0006296774141371991,-0.0018131310762132444,0.00023824412786054957
192,-0.0011836333533353004,0.0015720671998543524,0.0020652775233196605,-0.0006067081150784354,-0.0018081009229742274,0.0002542135112694097
193,-0.0036072322488122028,-0.0018285749043653625,-0.005539885676012606,-0.0005869226804311658,-0.001805613514359373,0.00027616623505788456
